date,state,location,so2,no2,rspm,spm,pm2_5
1990-02-01,Andhra Pradesh,Hyderabad,4.8,17.4,,224.63333154015817,
1990-02-01,Andhra Pradesh,Hyderabad,3.1,7.0,,224.63333154015817,
1990-02-01,Andhra Pradesh,Hyderabad,6.2,28.5,,224.63333154015817,
1990-03-01,Andhra Pradesh,Hyderabad,6.3,14.7,,224.63333154015817,
1990-03-01,Andhra Pradesh,Hyderabad,4.7,7.5,,224.63333154015817,
1990-03-01,Andhra Pradesh,Hyderabad,6.4,25.7,,224.63333154015817,
1990-04-01,Andhra Pradesh,Hyderabad,5.4,17.1,,224.63333154015817,
1990-04-01,Andhra Pradesh,Hyderabad,4.7,8.7,,224.63333154015817,
1990-04-01,Andhra Pradesh,Hyderabad,4.2,23.0,,224.63333154015817,
1990-05-01,Andhra Pradesh,Hyderabad,4.0,8.9,,224.63333154015817,
1990-05-01,Andhra Pradesh,Hyderabad,3.6,18.6,,224.63333154015817,
1990-06-01,Andhra Pradesh,Hyderabad,3.9,14.1,,133.0,
1990-06-01,Andhra Pradesh,Hyderabad,5.6,11.8,,82.0,
1990-06-01,Andhra Pradesh,Hyderabad,3.3,19.3,,111.0,
1990-07-01,Andhra Pradesh,Hyderabad,3.9,8.2,,118.0,
1990-07-01,Andhra Pradesh,Hyderabad,3.5,12.1,,135.0,
1990-07-01,Andhra Pradesh,Hyderabad,7.9,10.2,,80.0,
1990-08-01,Andhra Pradesh,Hyderabad,4.0,9.9,,179.0,
1990-08-01,Andhra Pradesh,Hyderabad,12.4,11.5,,58.0,
1990-08-01,Andhra Pradesh,Hyderabad,4.0,12.3,,99.0,
1990-09-01,Andhra Pradesh,Hyderabad,6.3,11.5,,270.0,
1990-09-01,Andhra Pradesh,Hyderabad,44.8,13.7,,97.0,
1990-09-01,Andhra Pradesh,Hyderabad,8.1,17.8,,167.0,
1990-10-01,Andhra Pradesh,Hyderabad,7.7,11.3,,145.0,
1990-10-01,Andhra Pradesh,Hyderabad,20.6,13.6,,75.0,
1990-10-01,Andhra Pradesh,Hyderabad,20.4,27.5,,212.0,
1990-11-01,Andhra Pradesh,Hyderabad,13.9,7.2,,93.0,
1990-11-01,Andhra Pradesh,Hyderabad,11.2,18.6,,61.0,
1990-11-01,Andhra Pradesh,Hyderabad,22.3,35.9,,255.0,
1991-01-01,Andhra Pradesh,Hyderabad,24.5,28.0,,197.0,
1991-01-01,Andhra Pradesh,Hyderabad,7.2,10.4,,148.0,
1991-01-01,Andhra Pradesh,Hyderabad,28.7,16.2,,77.0,
1991-02-01,Andhra Pradesh,Hyderabad,18.7,42.2,,125.0,
1991-02-01,Andhra Pradesh,Hyderabad,24.5,18.0,,330.0,
1991-02-01,Andhra Pradesh,Hyderabad,20.4,12.6,,93.0,
1991-03-01,Andhra Pradesh,Hyderabad,5.2,41.3,,287.0,
1991-03-01,Andhra Pradesh,Hyderabad,7.5,12.2,,241.0,
1991-03-01,Andhra Pradesh,Hyderabad,4.8,8.4,,85.0,
1991-04-01,Andhra Pradesh,Hyderabad,8.5,48.5,,224.63333154015817,
1991-04-01,Andhra Pradesh,Hyderabad,9.7,12.4,,283.0,
1991-04-01,Andhra Pradesh,Hyderabad,21.2,11.5,,108.0,
1991-05-01,Andhra Pradesh,Hyderabad,4.9,15.3,,234.0,
1991-05-01,Andhra Pradesh,Hyderabad,17.7,14.0,,121.0,
1991-05-01,Andhra Pradesh,Hyderabad,12.3,38.6,,219.0,
1991-06-01,Andhra Pradesh,Hyderabad,3.5,11.9,,179.0,
1991-06-01,Andhra Pradesh,Hyderabad,3.1,7.5,,84.0,
1991-06-01,Andhra Pradesh,Hyderabad,3.0,19.0,,154.0,
1991-07-01,Andhra Pradesh,Hyderabad,6.2,10.0,,150.0,
1991-07-01,Andhra Pradesh,Hyderabad,7.9,9.2,,67.0,
1991-07-01,Andhra Pradesh,Hyderabad,6.5,17.3,,128.0,
1991-08-01,Andhra Pradesh,Hyderabad,8.5,12.5,,119.0,
1991-08-01,Andhra Pradesh,Hyderabad,7.8,9.8,,71.0,
1991-08-01,Andhra Pradesh,Hyderabad,6.5,12.6,,98.0,
1991-09-01,Andhra Pradesh,Hyderabad,6.6,12.7,,172.0,
1991-09-01,Andhra Pradesh,Hyderabad,13.3,11.9,,56.0,
1991-09-01,Andhra Pradesh,Hyderabad,6.0,23.4,,120.0,
1991-10-01,Andhra Pradesh,Hyderabad,8.5,15.5,,135.0,
1991-10-01,Andhra Pradesh,Hyderabad,12.3,12.2,,83.0,
1991-10-01,Andhra Pradesh,Hyderabad,6.2,25.7,,158.0,
1991-11-01,Andhra Pradesh,Hyderabad,8.0,8.3,,163.0,
1991-11-01,Andhra Pradesh,Hyderabad,14.6,12.9,,103.0,
1991-11-01,Andhra Pradesh,Hyderabad,18.8,39.0,,232.0,
1991-12-01,Andhra Pradesh,Hyderabad,8.9,11.4,,149.0,
1991-12-01,Andhra Pradesh,Hyderabad,11.2,18.4,,129.0,
1991-12-01,Andhra Pradesh,Hyderabad,6.0,47.0,,242.0,
1992-01-01,Andhra Pradesh,Hyderabad,20.0,64.6,,353.0,
1992-01-01,Andhra Pradesh,Hyderabad,14.6,4.4,,190.0,
1992-01-01,Andhra Pradesh,Hyderabad,35.8,12.5,,261.0,
1992-01-01,Andhra Pradesh,Vishakhapatnam,52.6,89.6,,679.0,
1992-01-01,Andhra Pradesh,Vishakhapatnam,55.8,33.8,,245.0,
1992-01-01,Andhra Pradesh,Vishakhapatnam,33.4,31.7,,320.0,
1992-01-01,Andhra Pradesh,Vishakhapatnam,43.6,30.8,,334.0,
1992-01-01,Andhra Pradesh,Hyderabad,6.0,34.1,,271.0,
1992-01-01,Andhra Pradesh,Hyderabad,12.9,14.7,,180.0,
1992-01-01,Andhra Pradesh,Hyderabad,24.5,11.5,,118.0,
1992-02-01,Andhra Pradesh,Hyderabad,13.0,66.5,,241.0,
1992-02-01,Andhra Pradesh,Hyderabad,8.4,21.4,,129.0,
1992-02-01,Andhra Pradesh,Hyderabad,12.8,30.9,,171.0,
1992-02-01,Andhra Pradesh,Vishakhapatnam,32.9,144.8,,555.0,
1992-02-01,Andhra Pradesh,Vishakhapatnam,24.3,18.7,,201.0,
1992-02-01,Andhra Pradesh,Vishakhapatnam,36.1,18.1,,250.0,
1992-02-01,Andhra Pradesh,Vishakhapatnam,34.5,21.0,,227.0,
1992-02-01,Andhra Pradesh,Hyderabad,8.8,9.7,,171.0,
1992-02-01,Andhra Pradesh,Hyderabad,14.4,10.4,,122.0,
1992-02-01,Andhra Pradesh,Hyderabad,14.1,37.8,,248.0,
1992-03-01,Andhra Pradesh,Hyderabad,24.9,61.0,,276.0,
1992-03-01,Andhra Pradesh,Hyderabad,12.0,23.0,,134.0,
1992-03-01,Andhra Pradesh,Hyderabad,12.6,29.2,,135.0,
1992-03-01,Andhra Pradesh,Vishakhapatnam,136.1,162.2,,433.0,
1992-03-01,Andhra Pradesh,Vishakhapatnam,67.4,127.7,,215.0,
1992-03-01,Andhra Pradesh,Vishakhapatnam,32.7,28.0,,253.0,
1992-03-01,Andhra Pradesh,Vishakhapatnam,90.0,26.2,,262.0,
1992-03-01,Andhra Pradesh,Hyderabad,22.4,10.2,,159.0,
1992-03-01,Andhra Pradesh,Hyderabad,14.1,20.8,,179.0,
1992-03-01,Andhra Pradesh,Hyderabad,12.4,38.0,,267.0,
1992-04-01,Andhra Pradesh,Hyderabad,7.8,32.3,,229.0,
1992-04-01,Andhra Pradesh,Hyderabad,11.6,39.6,,147.0,
1992-04-01,Andhra Pradesh,Vishakhapatnam,44.6,122.4,,418.0,
1992-04-01,Andhra Pradesh,Vishakhapatnam,94.3,47.3,,208.0,
1992-04-01,Andhra Pradesh,Vishakhapatnam,17.2,21.7,,216.0,
1992-04-01,Andhra Pradesh,Hyderabad,8.3,14.2,,175.0,
1992-04-01,Andhra Pradesh,Hyderabad,6.3,33.2,,249.0,
1992-04-01,Andhra Pradesh,Hyderabad,9.1,8.2,,152.0,
1992-05-01,Andhra Pradesh,Hyderabad,11.3,53.1,,173.0,
1992-05-01,Andhra Pradesh,Hyderabad,7.3,12.0,,125.0,
1992-05-01,Andhra Pradesh,Hyderabad,4.9,21.7,,142.0,
1992-05-01,Andhra Pradesh,Vishakhapatnam,18.566342246525863,28.17387112641417,,344.0,
1992-05-01,Andhra Pradesh,Vishakhapatnam,29.1,28.0,,174.0,
1992-05-01,Andhra Pradesh,Vishakhapatnam,18.4,25.9,,222.0,
1992-06-01,Andhra Pradesh,Hyderabad,8.6,61.7,,247.0,
1992-06-01,Andhra Pradesh,Hyderabad,3.7,28.5,,95.0,
1992-06-01,Andhra Pradesh,Hyderabad,4.9,20.8,,160.0,
1992-06-01,Andhra Pradesh,Vishakhapatnam,18.566342246525863,28.17387112641417,,403.0,
1992-06-01,Andhra Pradesh,Vishakhapatnam,11.2,22.4,,145.0,
1992-06-01,Andhra Pradesh,Vishakhapatnam,4.5,33.9,,196.0,
1992-06-01,Andhra Pradesh,Hyderabad,6.2,27.6,,192.0,
1992-06-01,Andhra Pradesh,Hyderabad,7.3,9.0,,131.0,
1992-06-01,Andhra Pradesh,Hyderabad,7.3,13.0,,115.0,
1992-07-01,Andhra Pradesh,Hyderabad,13.0,68.0,,199.0,
1992-07-01,Andhra Pradesh,Hyderabad,5.2,13.1,,112.0,
1992-07-01,Andhra Pradesh,Hyderabad,6.5,23.3,,121.0,
1992-07-01,Andhra Pradesh,Vishakhapatnam,8.6,61.8,,95.0,
1992-07-01,Andhra Pradesh,Vishakhapatnam,79.0,5.5,,167.0,
1992-08-01,Andhra Pradesh,Hyderabad,6.4,52.0,,150.0,
1992-08-01,Andhra Pradesh,Hyderabad,8.8,34.4,,100.0,
1992-08-01,Andhra Pradesh,Hyderabad,5.9,32.6,,152.0,
1992-08-01,Andhra Pradesh,Vishakhapatnam,3.3,10.4,,274.0,
1992-08-01,Andhra Pradesh,Vishakhapatnam,14.9,16.5,,90.0,
1992-08-01,Andhra Pradesh,Vishakhapatnam,4.3,8.9,,128.0,
1992-09-01,Andhra Pradesh,Hyderabad,18.7,31.2,,163.0,
1992-09-01,Andhra Pradesh,Hyderabad,21.7,31.4,,231.0,
1992-09-01,Andhra Pradesh,Hyderabad,17.7,29.5,,193.0,
1992-09-01,Andhra Pradesh,Vishakhapatnam,9.9,172.4,,236.0,
1992-09-01,Andhra Pradesh,Vishakhapatnam,8.8,19.4,,85.0,
1992-09-01,Andhra Pradesh,Vishakhapatnam,3.6,13.4,,141.0,
1992-10-01,Andhra Pradesh,Hyderabad,17.4,31.7,,264.0,
1992-10-01,Andhra Pradesh,Hyderabad,23.6,33.0,,195.0,
1992-10-01,Andhra Pradesh,Hyderabad,19.5,28.4,,214.0,
1992-10-01,Andhra Pradesh,Vishakhapatnam,10.7,101.6,,218.0,
1992-10-01,Andhra Pradesh,Vishakhapatnam,2.6,30.8,,95.0,
1992-10-01,Andhra Pradesh,Vishakhapatnam,12.0,17.0,,166.0,
1992-11-01,Andhra Pradesh,Hyderabad,23.1,42.2,,314.0,
1992-11-01,Andhra Pradesh,Hyderabad,18.3,23.5,,192.0,
1992-11-01,Andhra Pradesh,Hyderabad,21.8,22.3,,249.0,
1992-11-01,Andhra Pradesh,Vishakhapatnam,1.2,16.5,,75.0,
1992-11-01,Andhra Pradesh,Vishakhapatnam,9.7,21.3,,138.0,
1992-12-01,Andhra Pradesh,Hyderabad,4.8,23.1,,230.0,
1992-12-01,Andhra Pradesh,Hyderabad,8.7,22.9,,140.0,
1992-12-01,Andhra Pradesh,Hyderabad,10.9,20.5,,158.0,
1992-12-01,Andhra Pradesh,Vishakhapatnam,7.9,41.3,,320.0,
1992-12-01,Andhra Pradesh,Vishakhapatnam,7.3,26.4,,137.0,
1992-12-01,Andhra Pradesh,Vishakhapatnam,15.2,45.4,,347.0,
1993-01-01,Andhra Pradesh,Hyderabad,6.5,10.2,,224.63333154015817,
1993-01-01,Andhra Pradesh,Hyderabad,9.9,11.6,,224.63333154015817,
1993-01-01,Andhra Pradesh,Hyderabad,8.0,44.8,,224.63333154015817,
1993-02-01,Andhra Pradesh,Hyderabad,8.1,13.4,,224.63333154015817,
1993-02-01,Andhra Pradesh,Hyderabad,7.7,7.9,,224.63333154015817,
1993-02-01,Andhra Pradesh,Hyderabad,7.9,33.9,,224.63333154015817,
1993-03-01,Andhra Pradesh,Hyderabad,6.4,11.8,,224.63333154015817,
1993-03-01,Andhra Pradesh,Hyderabad,7.4,7.5,,224.63333154015817,
1993-03-01,Andhra Pradesh,Hyderabad,6.9,32.6,,224.63333154015817,
1993-04-01,Andhra Pradesh,Hyderabad,6.1,13.4,,224.63333154015817,
1993-04-01,Andhra Pradesh,Hyderabad,6.0,6.8,,224.63333154015817,
1993-04-01,Andhra Pradesh,Hyderabad,6.0,31.6,,224.63333154015817,
1993-05-01,Andhra Pradesh,Hyderabad,6.0,7.9,,224.63333154015817,
1993-05-01,Andhra Pradesh,Hyderabad,6.0,8.8,,224.63333154015817,
1993-05-01,Andhra Pradesh,Hyderabad,6.0,30.9,,224.63333154015817,
1993-06-01,Andhra Pradesh,Hyderabad,6.0,9.6,,224.63333154015817,
1993-06-01,Andhra Pradesh,Hyderabad,6.0,6.3,,224.63333154015817,
1993-06-01,Andhra Pradesh,Hyderabad,6.0,17.7,,224.63333154015817,
1993-07-01,Andhra Pradesh,Hyderabad,6.0,11.7,,224.63333154015817,
1993-07-01,Andhra Pradesh,Hyderabad,6.0,5.8,,224.63333154015817,
1993-07-01,Andhra Pradesh,Hyderabad,6.0,11.1,,224.63333154015817,
1993-08-01,Andhra Pradesh,Hyderabad,6.0,13.6,,224.63333154015817,
1993-08-01,Andhra Pradesh,Hyderabad,6.0,8.2,,224.63333154015817,
1993-08-01,Andhra Pradesh,Hyderabad,6.0,11.2,,224.63333154015817,
1993-09-01,Andhra Pradesh,Hyderabad,6.0,9.3,,224.63333154015817,
1993-09-01,Andhra Pradesh,Hyderabad,6.0,12.8,,224.63333154015817,
1993-09-01,Andhra Pradesh,Hyderabad,6.0,11.1,,224.63333154015817,
1993-10-01,Andhra Pradesh,Hyderabad,6.0,7.8,,224.63333154015817,
1993-10-01,Andhra Pradesh,Hyderabad,6.0,7.2,,224.63333154015817,
1993-10-01,Andhra Pradesh,Hyderabad,6.0,18.6,,224.63333154015817,
1993-11-01,Andhra Pradesh,Hyderabad,6.3,8.0,,224.63333154015817,
1993-11-01,Andhra Pradesh,Hyderabad,11.9,10.0,,224.63333154015817,
1993-11-01,Andhra Pradesh,Hyderabad,24.5,41.1,,224.63333154015817,
1993-12-01,Andhra Pradesh,Hyderabad,17.8,15.2,,224.63333154015817,
1993-12-01,Andhra Pradesh,Hyderabad,18.1,16.3,,224.63333154015817,
1993-12-01,Andhra Pradesh,Hyderabad,34.1,48.9,,224.63333154015817,
1994-01-01,Andhra Pradesh,Hyderabad,4.4,8.9,,224.63333154015817,
1994-01-01,Andhra Pradesh,Hyderabad,9.6,20.3,,224.63333154015817,
1994-01-01,Andhra Pradesh,Hyderabad,4.2,14.1,,224.63333154015817,
1994-01-01,Andhra Pradesh,Hyderabad,9.7,9.0,,98.0,
1994-01-01,Andhra Pradesh,Hyderabad,51.6,63.0,,130.0,
1994-01-01,Andhra Pradesh,Hyderabad,12.5,15.5,,144.0,
1994-02-01,Andhra Pradesh,Hyderabad,9.7,28.4,,224.63333154015817,
1994-02-01,Andhra Pradesh,Hyderabad,1.5,17.1,,224.63333154015817,
1994-02-01,Andhra Pradesh,Hyderabad,31.7,50.2,,224.63333154015817,
1994-02-01,Andhra Pradesh,Hyderabad,24.8,42.2,,98.0,
1994-02-01,Andhra Pradesh,Hyderabad,7.6,9.4,,191.0,
1994-02-01,Andhra Pradesh,Hyderabad,10.7,5.2,,58.0,
1994-03-01,Andhra Pradesh,Hyderabad,9.7,28.8,,224.63333154015817,
1994-03-01,Andhra Pradesh,Hyderabad,10.9,23.7,,224.63333154015817,
1994-03-01,Andhra Pradesh,Hyderabad,21.3,25.8,,224.63333154015817,
1994-03-01,Andhra Pradesh,Hyderabad,11.1,10.5,,91.0,
1994-03-01,Andhra Pradesh,Hyderabad,25.4,48.4,,124.0,
1994-03-01,Andhra Pradesh,Hyderabad,12.5,16.8,,240.0,
1994-04-01,Andhra Pradesh,Hyderabad,3.7,17.0,,224.63333154015817,
1994-04-01,Andhra Pradesh,Hyderabad,10.5,25.4,,224.63333154015817,
1994-04-01,Andhra Pradesh,Hyderabad,3.7,8.3,,224.63333154015817,
1994-04-01,Andhra Pradesh,Hyderabad,28.3,39.3,,125.0,
1994-04-01,Andhra Pradesh,Hyderabad,11.9,8.3,,94.0,
1994-04-01,Andhra Pradesh,Hyderabad,8.7,8.5,,259.0,
1994-05-01,Andhra Pradesh,Hyderabad,6.6,16.6,,224.63333154015817,
1994-05-01,Andhra Pradesh,Hyderabad,1.6,17.9,,224.63333154015817,
1994-05-01,Andhra Pradesh,Hyderabad,7.1,15.4,,238.0,
1994-05-01,Andhra Pradesh,Hyderabad,15.2,32.4,,208.0,
1994-05-01,Andhra Pradesh,Hyderabad,6.4,5.2,,107.0,
1994-06-01,Andhra Pradesh,Hyderabad,16.4,95.3,,224.63333154015817,
1994-06-01,Andhra Pradesh,Hyderabad,5.1,46.0,,224.63333154015817,
1994-06-01,Andhra Pradesh,Hyderabad,6.0,9.9,,132.0,
1994-06-01,Andhra Pradesh,Hyderabad,9.4,22.6,,93.0,
1994-06-01,Andhra Pradesh,Hyderabad,6.3,7.6,,46.0,
1994-07-01,Andhra Pradesh,Hyderabad,1.2,4.2,,224.63333154015817,
1994-07-01,Andhra Pradesh,Hyderabad,0.9,16.2,,224.63333154015817,
1994-07-01,Andhra Pradesh,Hyderabad,6.3,5.2,,44.0,
1994-07-01,Andhra Pradesh,Hyderabad,11.0,17.9,,76.0,
1994-07-01,Andhra Pradesh,Hyderabad,8.3,8.1,,128.0,
1994-08-01,Andhra Pradesh,Hyderabad,5.1,24.0,,224.63333154015817,
1994-08-01,Andhra Pradesh,Hyderabad,1.6,3.1,,224.63333154015817,
1994-08-01,Andhra Pradesh,Hyderabad,1.5,15.8,,224.63333154015817,
1994-08-01,Andhra Pradesh,Hyderabad,11.3,5.9,,60.0,
1994-08-01,Andhra Pradesh,Hyderabad,24.2,17.0,,62.0,
1994-08-01,Andhra Pradesh,Hyderabad,12.9,11.0,,123.0,
1994-09-01,Andhra Pradesh,Hyderabad,1.9,4.5,,224.63333154015817,
1994-09-01,Andhra Pradesh,Hyderabad,0.9,2.6,,224.63333154015817,
1994-09-01,Andhra Pradesh,Hyderabad,1.3,6.7,,224.63333154015817,
1994-09-01,Andhra Pradesh,Hyderabad,1.9,4.5,,224.63333154015817,
1994-09-01,Andhra Pradesh,Hyderabad,0.9,2.6,,224.63333154015817,
1994-09-01,Andhra Pradesh,Hyderabad,1.3,6.7,,224.63333154015817,
1994-11-01,Andhra Pradesh,Hyderabad,4.2,4.8,,224.63333154015817,
1994-11-01,Andhra Pradesh,Hyderabad,4.4,4.9,,224.63333154015817,
1994-11-01,Andhra Pradesh,Hyderabad,9.5,14.0,,224.63333154015817,
1994-11-01,Andhra Pradesh,Hyderabad,8.2,11.2,,31.0,
1994-11-01,Andhra Pradesh,Hyderabad,31.7,31.4,,200.0,
1994-11-01,Andhra Pradesh,Hyderabad,16.7,10.3,,167.0,
1994-12-01,Andhra Pradesh,Hyderabad,3.1,8.5,,224.63333154015817,
1994-12-01,Andhra Pradesh,Hyderabad,25.5,7.2,,224.63333154015817,
1994-12-01,Andhra Pradesh,Hyderabad,2.0,14.2,,224.63333154015817,
1994-12-01,Andhra Pradesh,Hyderabad,13.6,16.6,,200.0,
1994-12-01,Andhra Pradesh,Hyderabad,36.8,44.7,,262.0,
1994-12-01,Andhra Pradesh,Hyderabad,13.9,14.4,,97.0,
1996-01-01,Andhra Pradesh,Vishakhapatnam,21.8,79.1,,332.0,
1996-01-01,Andhra Pradesh,Vishakhapatnam,20.8,57.2,,179.0,
1996-01-01,Andhra Pradesh,Vishakhapatnam,37.7,62.9,,304.0,
1996-01-01,Andhra Pradesh,Hyderabad,23.9,29.8,,266.0,
1996-01-01,Andhra Pradesh,Hyderabad,17.5,77.6,,224.63333154015817,
1996-01-01,Andhra Pradesh,Hyderabad,39.2,47.6,,201.0,
1996-01-01,Andhra Pradesh,Hyderabad,8.4,10.4,,52.0,
1996-01-01,Andhra Pradesh,Hyderabad,24.5,36.0,,161.0,
1996-01-01,Andhra Pradesh,Hyderabad,9.5,14.9,,100.0,
1996-02-01,Andhra Pradesh,Vishakhapatnam,24.2,47.0,,259.0,
1996-02-01,Andhra Pradesh,Vishakhapatnam,18.0,50.8,,173.0,
1996-02-01,Andhra Pradesh,Vishakhapatnam,24.2,47.0,,259.0,
1996-02-01,Andhra Pradesh,Hyderabad,15.9,26.3,,224.63333154015817,
1996-02-01,Andhra Pradesh,Hyderabad,5.2,13.4,,224.63333154015817,
1996-02-01,Andhra Pradesh,Hyderabad,31.4,18.2,,224.63333154015817,
1996-02-01,Andhra Pradesh,Hyderabad,11.9,7.2,,50.0,
1996-02-01,Andhra Pradesh,Hyderabad,17.0,43.2,,233.0,
1996-02-01,Andhra Pradesh,Hyderabad,8.4,21.1,,139.0,
1996-03-01,Andhra Pradesh,Vishakhapatnam,32.9,53.8,,236.0,
1996-03-01,Andhra Pradesh,Vishakhapatnam,21.6,40.2,,185.0,
1996-03-01,Andhra Pradesh,Vishakhapatnam,23.4,46.9,,215.0,
1996-03-01,Andhra Pradesh,Hyderabad,21.2,30.5,,224.63333154015817,
1996-03-01,Andhra Pradesh,Hyderabad,14.5,39.3,,224.63333154015817,
1996-03-01,Andhra Pradesh,Hyderabad,11.1,10.8,,110.0,
1996-03-01,Andhra Pradesh,Hyderabad,15.0,44.2,,280.0,
1996-03-01,Andhra Pradesh,Hyderabad,13.0,19.3,,174.0,
1996-04-01,Andhra Pradesh,Vishakhapatnam,17.9,42.3,,217.0,
1996-04-01,Andhra Pradesh,Vishakhapatnam,23.6,32.3,,143.0,
1996-04-01,Andhra Pradesh,Vishakhapatnam,16.5,29.7,,214.0,
1996-04-01,Andhra Pradesh,Hyderabad,11.4,36.1,,224.63333154015817,
1996-04-01,Andhra Pradesh,Hyderabad,8.5,8.5,,224.63333154015817,
1996-04-01,Andhra Pradesh,Hyderabad,12.2,29.6,,224.63333154015817,
1996-04-01,Andhra Pradesh,Hyderabad,11.9,8.7,,50.0,
1996-04-01,Andhra Pradesh,Hyderabad,11.9,40.5,,237.0,
1996-04-01,Andhra Pradesh,Hyderabad,8.3,10.8,,130.0,
1996-05-01,Andhra Pradesh,Vishakhapatnam,23.2,41.0,,202.0,
1996-05-01,Andhra Pradesh,Vishakhapatnam,22.5,38.7,,150.0,
1996-05-01,Andhra Pradesh,Vishakhapatnam,22.4,40.4,,164.0,
1996-05-01,Andhra Pradesh,Hyderabad,30.7,21.2,,224.63333154015817,
1996-05-01,Andhra Pradesh,Hyderabad,28.8,69.4,,224.63333154015817,
1996-05-01,Andhra Pradesh,Hyderabad,17.3,14.6,,109.0,
1996-05-01,Andhra Pradesh,Hyderabad,19.0,22.2,,232.0,
1996-05-01,Andhra Pradesh,Hyderabad,12.3,15.5,,260.0,
1996-06-01,Andhra Pradesh,Vishakhapatnam,15.6,45.6,,238.0,
1996-06-01,Andhra Pradesh,Vishakhapatnam,20.4,44.3,,124.0,
1996-06-01,Andhra Pradesh,Vishakhapatnam,22.4,44.7,,120.0,
1996-06-01,Andhra Pradesh,Hyderabad,10.6,24.5,,224.63333154015817,
1996-06-01,Andhra Pradesh,Hyderabad,18.566342246525863,28.17387112641417,,224.63333154015817,
1996-06-01,Andhra Pradesh,Hyderabad,26.0,29.8,,224.63333154015817,
1996-06-01,Andhra Pradesh,Hyderabad,7.9,7.7,,71.0,
1996-06-01,Andhra Pradesh,Hyderabad,14.0,32.0,,184.0,
1996-06-01,Andhra Pradesh,Hyderabad,9.9,12.7,,189.0,
1996-07-01,Andhra Pradesh,Vishakhapatnam,19.6,38.3,,150.0,
1996-07-01,Andhra Pradesh,Vishakhapatnam,17.4,35.2,,125.0,
1996-07-01,Andhra Pradesh,Vishakhapatnam,14.8,32.3,,177.0,
1996-07-01,Andhra Pradesh,Hyderabad,33.4,18.5,,224.63333154015817,
1996-07-01,Andhra Pradesh,Hyderabad,9.6,8.5,,67.0,
1996-07-01,Andhra Pradesh,Hyderabad,19.5,38.0,,331.0,
1996-07-01,Andhra Pradesh,Hyderabad,16.1,13.6,,175.0,
1996-08-01,Andhra Pradesh,Vishakhapatnam,25.9,43.4,,184.0,
1996-08-01,Andhra Pradesh,Vishakhapatnam,20.5,33.3,,118.0,
1996-08-01,Andhra Pradesh,Vishakhapatnam,19.5,40.9,,145.0,
1996-08-01,Andhra Pradesh,Hyderabad,22.2,5.6,,239.0,
1996-08-01,Andhra Pradesh,Hyderabad,18.566342246525863,28.17387112641417,,67.0,
1996-08-01,Andhra Pradesh,Hyderabad,29.6,9.6,,122.0,
1996-08-01,Andhra Pradesh,Hyderabad,6.3,12.0,,34.0,
1996-08-01,Andhra Pradesh,Hyderabad,14.6,17.7,,121.0,
1996-09-01,Andhra Pradesh,Vishakhapatnam,20.7,34.0,,175.0,
1996-09-01,Andhra Pradesh,Vishakhapatnam,16.1,26.5,,149.0,
1996-09-01,Andhra Pradesh,Vishakhapatnam,19.0,25.3,,152.0,
1996-09-01,Andhra Pradesh,Hyderabad,13.2,15.9,,305.0,
1996-09-01,Andhra Pradesh,Hyderabad,18.566342246525863,28.17387112641417,,148.0,
1996-09-01,Andhra Pradesh,Hyderabad,12.9,7.5,,40.0,
1996-09-01,Andhra Pradesh,Hyderabad,13.3,17.1,,112.0,
1996-10-01,Andhra Pradesh,Vishakhapatnam,30.9,46.3,,151.0,
1996-10-01,Andhra Pradesh,Vishakhapatnam,22.0,24.3,,91.0,
1996-10-01,Andhra Pradesh,Vishakhapatnam,43.1,144.1,,126.0,
1996-10-01,Andhra Pradesh,Hyderabad,18.7,37.8,,279.0,
1996-10-01,Andhra Pradesh,Hyderabad,13.5,6.5,,80.0,
1996-10-01,Andhra Pradesh,Hyderabad,17.8,9.9,,142.0,
1996-11-01,Andhra Pradesh,Vishakhapatnam,24.9,46.0,,267.0,
1996-11-01,Andhra Pradesh,Vishakhapatnam,14.3,43.2,,120.0,
1996-11-01,Andhra Pradesh,Vishakhapatnam,21.3,206.9,,149.0,
1996-11-01,Andhra Pradesh,Hyderabad,19.8,55.1,,346.0,
1996-11-01,Andhra Pradesh,Hyderabad,18.566342246525863,28.17387112641417,,103.0,
1996-11-01,Andhra Pradesh,Hyderabad,14.4,68.9,,133.0,
1996-11-01,Andhra Pradesh,Hyderabad,27.3,15.8,,74.0,
1996-11-01,Andhra Pradesh,Hyderabad,36.5,15.0,,133.0,
1996-12-01,Andhra Pradesh,Vishakhapatnam,33.6,61.4,,361.0,
1996-12-01,Andhra Pradesh,Vishakhapatnam,28.9,98.1,,225.0,
1996-12-01,Andhra Pradesh,Vishakhapatnam,58.7,201.6,,212.0,
1996-12-01,Andhra Pradesh,Hyderabad,18.566342246525863,28.17387112641417,,239.0,
1996-12-01,Andhra Pradesh,Hyderabad,33.0,64.4,,276.0,
1996-12-01,Andhra Pradesh,Hyderabad,20.8,10.1,,72.0,
1996-12-01,Andhra Pradesh,Hyderabad,37.2,26.5,,215.0,
1996-12-01,Andhra Pradesh,Hyderabad,34.1,10.7,,109.0,
1997-01-01,Andhra Pradesh,Vishakhapatnam,35.3,58.7,,365.0,
1997-01-01,Andhra Pradesh,Vishakhapatnam,23.0,55.7,,216.0,
1997-01-01,Andhra Pradesh,Vishakhapatnam,73.6,177.3,,287.0,
